ID,Author Surname,Source Code,Page #,ISO code,Dialect,Glottocode,Form (original orthography),Orthography Key Code,Form (project orthography),UR (if given; if different),UR (project orthography),PA form (original orthography),PA form (project orthography),Translation,Tags,Component Type,Subcategory,Initial: Reduplicated,Final: concrete / abstract,Final: secondary (y/n/b),Base Category (if secondary)-A,Base Category (if secondary)-B,Match AI,Match II,Match TA,Match TI,Allomorph-A,Condition-A,Component occurs in stem (orig. orth)-A,Component occurs in stem (proj. orth)-A,Stem UR-A,Stem category-A,Stem subcategory-A,Stem translation-A,Secondary stem-A,Stem Source-A,Formative/component occurs in what component(s)-A,Formative/component occurs in what component(s)-B,Formative/component occurs in what component(s)-C,Formative/component occurs in what component(s)-D,Contains component (enter)-A,Contains component (enter)-B,Contains component (enter)-C,Contains formative (enter)-A,Contains formative (enter)-B,Deverbal (y/n),Deverbal from,Public Comments,Private Comments,Speaker,1st check done,2nd check done
229,Bloomfield,LB1958,0079,ojg,,east2542,-a·ntawe·,OJ:1,,,,,,"go on wood, climb",,final,AI ,,,,,,,,,,,,,,,,,,,,,,,,-awe·,,,,,,,medial with AI final ,,"Andrew Medler, Walpole Island",GVM
38,Bloomfield,LB1958,0066,ojg,,east2542,-a·nte·,OJ:1,,,,,,wood,wood,medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,-e·,,,,,,"Andrew Medler, Walpole Island",GVM
444,Bloomfield,LB1958,0092,ojg,,east2542,-a·nte·,OJ:1,,,,,,wood,wood,final,II,,,,,,,,,,,,,,,,,,,,,,,,-e·,,,,,,,medial with II final,,"Andrew Medler, Walpole Island",GVM
37,Bloomfield,LB1958,0066,ojg,,east2542,-a·nte·m,OJ:1,,,,,,NG,,final,N,,ABSTR,,,,,,,,,,,,,,,,,,,,,,-a·nte·,-m,,,,,,,,"Andrew Medler, Walpole Island",GVM
467,Bloomfield,LB1958,"0092,0123",ojg,,east2542,-a·p,OJ:1,,,,,,see,see,prefinal,,,,,,,,,,,,,,,,,,,,,-a·patte·,-a·pi,-a·pam,-a·pant,,,,,,Y,wa·p-,,,"Andrew Medler, Walpole Island",GVM
888,Bloomfield,LB1958,0123,ojg,,east2542,-a·pa,OJ:1,,,,,,smoke,smoke,prefinal,,,,,,,,,,,,,,,,,,,,,-a·patte·,,,,,,,,,,,,,"Andrew Medler, Walpole Island",GVM
735,Bloomfield,LB1958,0114,ojg,,east2542,-a·pa·t,OJ:1,,,,,,use,use,medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,a·pa·t-,,,"Andrew Medler, Walpole Island",GVM
736,Bloomfield,LB1958,"0114,0118,0121,0126",ojg,,east2542,-a·pa·w,OJ:1,,,,,,liquid,"liquid, water",medial,,,,,,,,,,,,,,,,,,,,,,,,,,,,-a·w,,,,,,"Andrew Medler, Walpole Island",GVM
233,Bloomfield,LB1958,0079,ojg,,east2542,-a·pa·we·,OJ:1,,,,,,wet,wet,final,AI,,,,,,,-a·pa·we·,,,,,,,,,,,,,,,,,-e·,,,,,,,medial with AI final -e·,,"Andrew Medler, Walpole Island",GVM
234,Bloomfield,LB1958,0079,ojg,,east2542,-a·pa·we·,OJ:1,,,,,,wet,wet,final,II,,,,,,-a·pa·we·,,,,,,,,,,,,,,,,,,-e·,,,,,,,medial with AI final -e·,,"Andrew Medler, Walpole Island",GVM
643,Bloomfield,LB1958,0107,ojg,,east2542,-a·pacitto·,OJ:1,,,,,,use,use,final,TI,,,,,,,,-a·paciʔ,,,,,,,,,,,,,,,,-a·pat,-tto·,,,,,,pseudo-TI,,"Andrew Medler, Walpole Island",GVM
644,Bloomfield,LB1958,0107,ojg,,east2542,-a·paciʔ,OJ:1,,,,,,use,use,final,TA,,,,,,,,,-a·pacitto·,,,,,,,,,,,,,,,,,,,,,,"""TA presumably -a·paciʔ""",,"Andrew Medler, Walpole Island",GVM
499,Bloomfield,LB1958,"0096,0105,0126",ojg,,east2542,-a·pam,OJ:1,,,,,,see,,final,TA ,,,,,,,,,-a·pant,,,,,,,,,,,,,,,,,,-a·p,,Y,wa·pam-,,,"Andrew Medler, Walpole Island",GVM
