Spreadsheet Name,∃,Display Name,Lg Abbrev,ISO,GC,Alternative Exonym(s),Autonym(s),Dialect(s),Notes
Cree_Northern_Alberta,,Northern Alberta Cree,C,---,nort2960,,,,[public] Dialect of Plains Cree but included here because there's a GC
Cree_Northern_East,Y,Northern East Cree,C-NE,crl,nort1552,,"iyiyiu-Ayamiwin, ᐄᔨᔫ ᐊᔨᒨᓐ ",,[public] Autonym source: Wikipedia
Cree_Plains,Y,Plains Cree,C-P,crk,plai1258,,"nêhiyawêwin, ᓀᐦᐃᔭᐍᐏᐣ",,[public] Autonym source: Wikipedia
Cree_Plains_Creeic,,Plains Creeic,C,---,plai1254,,,,[private] Unlikely to ever be used!
Cree_Plains_Nuclear,,Plains Cree Nuclear,C,---,nucl1654,,,,[public] Dialect of Plains Cree but included here because there's a GC
Cree_Southern_East,Y,Southern East Cree,C-SE,crj,sout2978,,iyiniu-Ayamiwin ᐄᓅ ᐊᔨᒨᓐ,,[public] Autonym source: Wikipedia
Cree_Swampy,Y,Swampy Cree,C,csw,swam1239,,"Nêhinawêwin, ᓀᐦᐃᓇᐍᐏᐣ ",,"[public] Used only if E vs. W not specified; N-dialect; mutually intelligible with Moose Cree (west coast of James Bay), [public] Autonym source: Wikipedia (has tag ""citation needed"")"
Cree_Swampy_Eastern,,Eastern Swampy Cree,C,---,east2541,,"ininîmowin, ᐃᓂᓃᒧᐎᓐ",,"[public] Dialect of Swampy Cree but included here because there's a GC, [public] Autonym source: Wikipedia "
Cree_Swampy_Western,,Western Swampy Cree,C,---,west2628,,"nêhinawêwin, ᓀᐦᐃᓇᐌᐎᐣ",,"[public] Dialect of Swampy Cree but included here because there's a GC, [public] Autonym source: Wikipedia "
Cree_Western_York,,Western York Cree,C,---,west2629,,,,[public] Dialect of Plains Cree but included here because there's a GC
Cree_Woods,,Woods Cree,C,cwd,wood1236,Woods Cree,"nīhithawīwin, ᓃᐦᐃᖬᐑᐏᐣ",,[public] Autonym source: Wikipedia 
Deer Lake Severn Ojibwe see Ojibwe_Deer_Lake_Severn
Delawaran,,Delawaran,D,---,dela1253,,,,[public] Used only if specific Delaware language not specified. Includes Mahican.
Delaware_Common,Y,Common Delaware,D,del,comm1246,,,,[public] Used only when Munsee or Unami/Lenape not specified
Delaware_Munsee,,,D-M,umu,muns1251
Delaware_Munsee,Y,Munsee,D-M,umu,muns1251,,monsii,,[public] Autonym source: Wikipedia
Delaware_Unami,Y,Unami,D-U,unm,unam1242,Lenape,ləná·p·e,,"[public] Autonym source: IG2021, p. 1."
Eastern Abenaki see Abenaki_Eastern
Eastern Algonquian see Algonquian_Eastern
Eastern Great Lakes Algonquian see Algonquian_Eastern_Great_Lakes
Eastern Montagnais see Cree_Innu_East
Eastern Naskapi see Cree_Naskapi_Eastern
Eastern Ojibwe see Ojibwe_Eastern
Eastern Swampy Cree see Cree_Swampy_Eastern
Etchemin,,Etchemin,,etc,---,,,,[public] Not listed in GL
Fox see Meskwaki
Fox-Sauk-Kickapoo see Sauk_Fox_Kickapoo
Golden Lakes Algonquin see Ojibwe_Algonquin
Gros_Ventre,,Gros Ventre,AR,ats,gros1243,Atsina,Aaniiih,,[public] GL lists under Arapaho-Gros Ventre-Besawunena
Illinois see Myaamia
Innu see Cree_Innu
Innu-Aimun see Cree_Innu
Kickapoo,Y,Kickapoo,KP,kic,kick1244
Lac Seul Ojibwe see Ojibwe_Lac_Seul
Lake of the Woods Ojibwe see Ojibwe_Lake_of_the_Woods
Lenape see Delaware_Unami
Loup_A,,Loup A,,xlo,loup1243,Nipmuc
Loup_B,,Loup B,,---,---,Nipmuc
Mahican,,Mahican,,mjy,mahi1248,,,,[public] Wikipedia says the same as Stockbridge but classified differently in Glottolog; treated as part of Delawaran
Maliseet,,,PM,---,male1293,Malecite,,,[public] Used only if cited alone; otherwise use Passamaquoddy_Maliseet
Maliseet-Passamaquoddy see Passamaquoddy_Maliseet
Maniwaki see Ojibwe_Nipissing
Mascouten,,Mascouten,,---,---,,,,[public] No ISO or GC for this; LinguistList gives it code qes; see Sauk-Fox-Kickapoo
Mashteuiatsh see Cree_Innu_Southern
Massachusett see Wampanoag
Menominee,Y,Menominee,MN,mez,meno1252,,"Oma͞eqnomenēweqnaesen, Mamāceqtaweqnaesen"
Meskwaki,Y,Meskwaki,ME,skc,mesk1243,"Meskwakie, Fox",Meshkwahkihaki,,[public] GL spells it “Meskwakie” and uses “Meskwaki” for “Sauk-Fox”; this code is for the single language AKA “Fox”; not when Kickapoo and/or Sauk are included.
Meskwaki-Kickapoo_Common,,Common Meskwaki-Kickapoo,,---,foxx1245
Miami see Myaamia
Miami_Illinois,Y,Miami-Illinois,MY,mia,miam1252,"Myaamia, Peoria",myaamia,,"[public] This is what David Costa's publications call it. GL just calls it ""Miami."", [public] Autonym source: Wikipedia"
Miami_Nuclear,,Nuclear Miami,MY,---,nucl1653,Myaamia,,,[public] GL distinguishes from “Peoria” (GC peor1238); ISO 639-3 does not. We are not using this.
Miami-Illinois see Myaamia
Michif,,Michif,,crg,mich1243,,Michif
Micmac see Mi’kmaq
Mikmaq,Y,Mi’kmaq,MK,mic,mikm1235,"Micmac, Mi'kmaw",Miꞌkmawiꞌsimk,,[public] Autonym source: Wikipedia
Mikmaq_Northern,,Northern Mi'kmaq,MK,---,nort2962,"Micmac, Mi'kmaw"
Mikmaq_Southern,,Southern Mi'kmaq,MK,---,sout2979,"Micmac, Mi'kmaw"
Minnesota Border Chippewa see Ojibwe_Minnesota_Border_Chippewa
Mistassini see Cree_Southern_East
Mohegan_Montauk_Narragansett,,Mohegan-Montauk-Narragansett,,mof,mohe1244,,,,[public] Used only if whole group cited; ISO code “mof” retired for Mohegan
Mohegan_Pequot,,Mohegan-Pequot,,xpq,pequ1242,"Shinnecock-Poosepatuck, Montauk",,,[public] Montauk has a separate glottocode; ISO code “mof” retired for Mohegan
Montagnais see Cree_Innu
Montauk,,Montauk,,---,mont1269,,,,[public] Used only if Montauk cited alone; otherwise Mohegan_Pequot used
Moose Cree see Cree_Moose
Munsee see Delaware_Munsee
Nanticoke,,Nanticoke,,nnt,nant1249
Nanticoke-Conoy,,Nanticoke-Conoy,,---,nant1248
Narragansett,Y,Narragansett,NR,xnt,narr1280
Naskapi see Cree_Naskapi
Natick see Wampanoag
Naugatuck see Quiripi
Nawathinehena,,Nawathinehena,AR,nwa,nawa1259,,,,[public] GL lists under Arapahoic
Nipissing see Ojibwe_Nipissing
Nipmuk see Loup_A
Nishnaabemwin see Ojibwe_Eastern
Northern Alberta Cree see Cree_Northern_Alberta
Northern Algonquin see Ojibwe_Northern_Algonquin
Northern East Cree see Cree_Northern_East
Northern Mi'kmaq see Mi'kmaq_Northern
Northwestern Ojibwe see Ojibwe_Northwestern
Northwestern Saulteaux Ojibwe see Ojibwe_Northwestern_Saulteaux
Nuclear Miami see Miami_Nuclear
Nuclear Ojibwe see Ojibwe_Nuclear
Nuclear Plains Cree see Cree_Plains_Nuclear
Odawa see Ojibwe_Odawa
Oji-Cree see Ojibwe_Severn
Ojibwe_Albany_River,,Albany River Ojibwe,OJ,---,alba1270,Albany River Ojibwa,,,[public] GL: dialect of Northwestern Ojibwa
Ojibwe_Algonquin,Y,Algonquin,OJ,alq,algo1255,,Omàmìwininìmowin,,"Autonym source: Wikipedia (has tag ""citation needed"")"""
Ojibwe_Algonquin_Old,,Old Algonquin,,---,---
Ojibwe_Berens_River,,Berens River Ojibwe,OJ,---,bere1251,Berens River Ojibwa,,,[public] GL: dialect of Northwestern Ojibwa
Ojibwe_Big_Trout_Lake_Severn,,Big Trout Lake Severn Ojibwe,OJ,---,bigt1234,Big Trout Lake Severn Ojibwa
Ojibwe_Border_Lakes,,Border Lakes Ojibwe,OJ,---,---,Border Lakes Ojibwa
Ojibwe_Central,,Central Ojibwe,OJ,ojc,cent2136,Central Ojibwa,,,[public] GL uses as daughter of Central-Eastern-Southwestern Ojibwe
Ojibwe_Central_Eastern_Southwestern,,Central Eastern Southwestern Ojibwe ,OJ,---,cent2252,Central Eastern Southwestern Ojibwa,,,"[public] GL uses as parent of Central Ojibwe, Chippewa, & Eastern Ojibwe; only used code if all intended"
Ojibwe_Central_Minnesota_Chippewa,,Central Minnesota Chippewa,OJ,---,cent2135,,,,[public] Dialect of Chippewa
Ojibwe_Common,Y,Common Ojibwe,OJ,oji,ojib1241,"Ojibwa, Chippewa","Anishinaabemowin, Ojibwemowin",,[public] Used only if dialect unspecified
Ojibwe_Deer_Lake_Severn,,Deer Lake Severn Ojibwe,OJ,---,deer1234,Deer Lake Severn Ojibwa
Ojibwe_Eastern,Y,Eastern Ojibwe,OJ,ojg,east2542,Eastern Ojibwa,Nishnaabemwin
Ojibwe_Lac_Seul,,Lac Seul Ojibwe,OJ,---,lacs1238,Lac Seul Ojibwa,,,[public] GL: dialect of Northwestern Ojibwa
Ojibwe_Lake_of_the_Woods,,Lake of the Woods Ojibwe,OJ,---,lake1257,Lake of the Woods Ojibwa,,,[public] GL: dialect of Northwestern Ojibwa
Ojibwe_Minnesota_Border_Chippewa,,Minnesota Border Chippewa,OJ,---,minn1250,,,,[public] Dialect of Chippewa
Ojibwe_Nipissing,Y,Nipissing,OJ,---,mini1254,,,,"[public] ""... with Mississauga Ojibwa and Odawa form the Nishnaabemwin (Eastern Ojibwa) group of the Ojibwa dialect continuum"" (Wikipedia).
[public] ""Speakers at Maniwaki consider their language to be Southern Algonquin, though linguistically it is a dialect of Nipissing Ojibwa, which together with Mississauga Ojibwa and Odawa form the Nishnaabemwin (Eastern Ojibwa) group of the Ojibwa dialect continuum."" (Wikipedia)"
Ojibwe_Northern_Algonquin,,Northern Algonquin,OJ,---,nort3290
Ojibwe_NW,Y,Northwestern Ojibwe,OJ,ojb,nort2961,Northwestern Ojibwa
Ojibwe_Northwestern_Saulteaux,,Northwestern Saulteaux Ojibwe,OJ,---,nort3181,Northwestern Saulteaux Ojibwa
Ojibwe_Nuclear,,Nuclear Ojibwe,OJ,---,nucl1723,Nuclear Ojibwa,,,[public] GL uses as parent of Central-Eastern-Southwestern Ojibwe & Northwestern-Saulteaux Ojibwe; only used if all intended
Ojibwe_Odawa,Y,Odawa,OJ,otw,otta1242,Ottawa,Nishnaabemwin
Ojibwe_Potawatomi,,Ojibwe-Potawatomi,PO,---,ojib1240,,,,[public] Used only when both treated together; ISO does not have a single code for the combination
Ojibwe_Rainy_River,,Rainy River Ojibwe,OJ,---,rain1239,Rainy River Ojibwa,,,[public] GL: dialect of Northwestern Ojibwa
Ojibwe_Red_Lake_Chippewa,,Red Lake Chippewa,OJ,---,redl1238,,,,[public] Dialect of Chippewa
Ojibwe_Saulteaux,,Saulteaux,OJ,ojw,west1510,Western Ojibwe,,,[public] GL: daughter of Northwestern Saulteaux Ojibwe
Ojibwe_Severn,Y,Severn Ojibwe,OJ,ojs,seve1240,Oji-Cree,Anishininiimowin,,[public] Autonym source: Glottolog
Ojibwe_Severn_Algonquin,,Severn Algonquin Ojibwe,OJ,---,seve1242,Severn Algonquin Ojibwa
Ojibwe_Severn_River,,Severn River Ojibwe,OJ,---,seve1241,Severn River Ojibwa
Ojibwe_SW,Y,Southwestern Ojibwe,OJ,ciw,chip1241,Chippewa,Anishinaabemowin,,"[public] GL has several daughter languages, [public] Autonym source: Wikipedia"
Ojibwe_Turtle_Mountain_Chippewa,,Turtle Mountain Chippewa,OJ,---,turt1236,,,,[public] Dialect of Chippewa
Ojibwe_Upper_Michigan_Wisconsin_Chippewa,,Upper Michigan-Wisconsin Chippewa,OJ,---,uppe1274,,,,[public] Dialect of Chippewa
Ojibwe_Winisk_River,,Winisk River Ojibwe,OJ,---,wini1244,Winisk River Ojibwa
Old Algonquin see Ojibwe_Algonquin_Old
Ottawa see Ojibwe_Odawa
Pamlico,,Pamlico,,pmk,caro1243,,,,[public] GL treats this and Carolina Algonquian as the same; different ISO codes
Passamaquoddy-Maliseet,,,P-M,pqm,male1292,"Malicite-Passamaquoddy, Passamaquoddy-Malicite",,,[public] GL has code male1293 for Maliseet alone
Penobscot see Abenaki_Eastern,,,,,,,,,[public] GL: under Eastern Abenaki but has own code
Pequot see Mohegan_Pequot
Passamaquoddy_Maliseet,Y,Passamaquoddy-Maliseet,P-M,pqm,male1292,"Malecite-Passamaquoddy, Maliseet-Passamaquoddy",skicinuwatuwewakon,"Passamaquoddy: pass1249
Maliseet: male1293",[public] Autonym source: Wikipedia
Piegan,,Piegan,BL,---,pieg1239,,,,[public] GL: dialect of Siksika (Blackfoot)
Piscataway,,Piscataway,,psy,pisc1239,,,,[public] GL lists under Nanticoke-Conoy
Plains Cree see Cree_Plains
Plains Creeic see Cree_Plains_Creeic
Pocumtuc,,Pocumtuc,,---,---,Pocumtuck,,,[public] Not in GL; not clear what it was related to (https://en.wikipedia.org/wiki/Pocomtuc)
Potawatomi,Y,Potawatomi,POT,pot,pota1247,,Bodwéwadmimwen,,[public] Autonym source: Wikipedia 
Powhatan,Y,Powhatan,POW,pim,powh1243,Virginia Algonquian
Proto_Algic,,Proto-Algic,PALG,aql,algi1248
Proto_Algonquian,Y,Proto-Algonquian,PA,alg,algo1256,,,,[public] This glottocode is the one that includes Blackfoot - they have it outside Algonquian proper
Proto_Arapaho_Gros_Ventre_Besawunena,,Proto-Arapaho-Gros Ventre-Besawunena,,---,arap1280
Proto_Central_Algonquian,Y,Proto-Central Algonquian,PCA,---,---,,,,[public] Not commonly accepted as subfamily
Proto_Central_Eastern_Algonquian,Y,Proto-Central Eastern Algonquian,PCEA,---,---
Proto_Eastern_Algonquian,Y,Proto-Eastern Algonquian,PEA,---,---
Proto_Ojibwe_Potawatomi,,Proto-Ojibwe-Potawatomi,,---,ojib1240
Proto_SNEA,,Proto-Southern New England Algonquian,,---,sout3237,Common Southern New England Algonquian
Quinnipiac see Quiripi
Quiripi,,Quiripi,,qyp,wamp1250,"Quiripi-Unquachog, Quiripi-Naugatuck, Wampano, Quinnipiac",,,"[public] Haas 1967: ""Southern Long Island"" > Aubin 1975 ""Long Island"" (?)"
Rainy River Ojibwe see Ojibwe_Rainy_River
Red Lake Chippewa see Ojibwe_Red_Lake_Chippewa
Sac see Sauk
Sauk,,Sauk,,---,sacc1239,Sac
Sauk_Fox,,Sauk-Fox,,sac,mesk1242,,,,[public] GL calls this “Meskwaki”; we reserve that term for the language also called “Fox”
Sauk_Fox_Kickapoo,,Sauk-Fox-Kickapoo,,---,foxx1245,,,,[public] GL uses just “Fox” as parent of Kickapoo & Meskwaki (+ Sauk) - this code only used if that grouping is intended.
Saulteaux see Ojibwe_Saulteaux
Severn see Ojibwe_Severn
Severn Algonquin Ojibwe see Ojibwe_Severn_Algonquin
Severn River Ojibwe see Ojibwe_Severn_River
Shawnee,Y,Shawnee,SH,sjw,shaw1249,,"Sawanwa, Savannah, Sewanee, Shawano",,[public] Autonym source: Wikipedia
Shinnecock-Poosepatuck see Mohegan_Pequot
Siksika see Blackfoot
Southern East Cree see Cree_Southern_East
Southern Mi'kmaq see Mi'kmaq_Southern
Southern New England Algonquian see Algonquian_Southern_New_England
Stockbridge,,Stockbridge,,---,stoc1242,,,,[public] Wikipedia says the same as Mahican but classified differently in Glottolog
Sutaio see Cheyenne,,,,,,,,,[public] Wikipedia: dialect of Cheyenne
Swampy Cree see Cree_Swampy
Turtle Mountain Chippewa see Ojibwe_Turtle_Mountain_Chippewa
Unami see Delaware_Unami
Unquachog see Quiripi
Upper Michigan-Wisconsin Chippewa see Ojibwe_Upper_Michigan_Wisconsin_Chippewa
Virginia Algonquian see Powahatan
Wampano see Quiripi
Wampanoag,Y,Wampanoag,WM,wam,wamp1249,"Massachusett, Natick",Wôpanâôt8âôk,,[public] Autonym source: Wôpanâak Language Reclamation Project https://www.wlrp.org/
Western Abenaki see Abenaki_Western
Western Montagnais see Cree_Innu_West
Western Naskapi see Cree_Naskapi_Western
Western Ojibwe see Ojibwe_Saulteaux
Western Swampy Cree see Cree_Swampy_Western
Western York Cree see Cree_Western_York
Winisk River Ojibwe see Ojibwe_Winisk_River
Wiyot,,Wiyot,W,wiy,wiyo1248
Woods Cree see Cree_Woods
Yurok,,Yurok,Y,yur,yuro1248
