Component ID,Author Surname,Source Code,Page #,ISO code,Dialect,Glottocode,Form (original orthography),Orthography Key Code,Form (project orthography),UR (if given; if different),UR (project orthography),PA form (original orthography),PA form (project orthography),Translation,Project Definition,Component Type,Subcategory,Initial: Reduplicated,Final: concrete / abstract,Final: secondary (y/n/b),Base Category (if secondary)-A,Match AI,Match II,Match TA,Match TI,Allomorph-A,Condition-A,Component occurs in stem (orig. orth)-A,Component occurs in stem (proj. orth)-A,Stem UR-A,Stem category-A,Stem subcategory-A,Stem translation-A,Secondary stem-A,Stem Source-A,Component occurs in stem (orig. orth)-B,Component occurs in stem (proj. orth)-B,Stem UR-B,Stem category-B,Stem subcategory-B,Stem translation-B,Secondary stem-B,Stem Source-B,Component occurs in stem (orig. orth)-C,Component occurs in stem (proj. orth)-C,Stem UR-C,Stem category-C,Stem subcategory-C,Stem translation-C,Secondary stem-C,Stem Source-C,Component occurs in stem (orig. orth)-D,Component occurs in stem (proj. orth)-D,Stem UR-D,Stem category-D,Stem subcategory-D,Stem translation-D,Secondary stem-D,Stem Source-D,Formative/component occurs in what component(s)-A,Contains component (enter)-A,Contains formative (enter)-A,Deverbal (y/n),Deverbal from,Comments,Speaker,1st check done,2nd check done
117,Bloomfield,LB1925a,"0221,0224",sac,,mesk1242,atōt,ME:1,,,,,,on something,,initial
123,Bloomfield,LB1925a,"0223,0225",sac,,mesk1242,en-,ME:1,,,,,,"thus, thither",,initial
123,Bloomfield,LB1927a,0205,sac,,mesk1242,en-,ME:1,,,,,,"thither, thus",,initial
276,Bloomfield,LB1927a,"0198,0208",sac,,mesk1242,en-,ME:1,,,,,,say so to,,initial
274,Bloomfield,LB1927a,"0196,0206",sac,,mesk1242,i-,ME:1,,,,,,say so to,,initial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LB: ""stem"""
245,Bloomfield,LB1925a,0231,sac,,mesk1242,kack-,ME:1,,,,,,able,,initial
146,Bloomfield,LB1925a,0225,sac,,mesk1242,keht-,ME:1,,,,,,big,,initial
193,Bloomfield,LB1925a,0228,sac,,mesk1242,kīcuw-,ME:1,,,,,,"artificially warm, heated",,initial
129,Bloomfield,LB1925a,0224,sac,,mesk1242,kīhk-,ME:1,,,,,,"close up, all the way in",,initial
162,Bloomfield,LB1925a,0226,sac,,mesk1242,kīn-,ME:1,,,,,,sharp,,initial
195,Bloomfield,LB1925a,0223,sac,,mesk1242,kīw-,ME:1,,,,,,about,,initial
195,Bloomfield,LB1925a,0228,sac,,mesk1242,kīw-,ME:1,,,,,,around,,initial
163,Bloomfield,LB1925a,0226,sac,,mesk1242,kōn-,ME:1,,,,,,along,,initial
113,Bloomfield,LB1925a,0221,sac,,mesk1242,kwāp-,ME:1,,,,,,scoop,,initial
164,Bloomfield,LB1925a,0226,sac,,mesk1242,man-,ME:1,,,,,,deprive (?),,initial
153,Bloomfield,LB1925a,0225,sac,,mesk1242,mat-,ME:1,,,,,,"bad, ill",,initial
141,Bloomfield,LB1925a,0224,sac,,mesk1242,meht-,ME:1,,,,,,bare,,initial
214,Bloomfield,LB1925a,0229,sac,,mesk1242,menw-,ME:1,,,,,,well,,initial
187,Bloomfield,LB1925a,0227,sac,,mesk1242,mes-,ME:1,,,,,,big,,initial
182,Bloomfield,LB1925a,0227,sac,,mesk1242,metās-,ME:1,,,,,,ten,,initial
142,Bloomfield,LB1925a,0224,sac,,mesk1242,metāt,ME:1,,,,,,pleasant,,initial
194,Bloomfield,LB1925a,0228,sac,,mesk1242,näw-,ME:1,,,,,,see,,initial
150,Bloomfield,LB1925a,0225,sac,,mesk1242,negut-,ME:1,,,,,,one,,initial
207,Bloomfield,LB1925a,0229,sac,,mesk1242,nīc-,ME:1,,,,,,two,,initial
209,Bloomfield,LB1925a,0229,sac,,mesk1242,nīcō-,ME:1,,,,,,two,,initial
208,Bloomfield,LB1925a,0229,sac,,mesk1242,nīcw-,ME:1,,,,,,two,,initial
165,Bloomfield,LB1925a,0226,sac,,mesk1242,nīgān-,ME:1,,,,,,lead,,initial
188,Bloomfield,LB1925a,0227,sac,,mesk1242,nōn-,ME:1,,,,,,suckle,,initial
188,Bloomfield,LB1927a,0206,sac,,mesk1242,nōn-,ME:1,,,,,,suck at the breast,,initial
189,Bloomfield,LB1925a,0227,sac,,mesk1242,nōt-,ME:1,,,,,,suckle,,initial
183,Bloomfield,LB1925a,0227,sac,,mesk1242,pagis-,ME:1,,,,,,"let go, set down",,initial
184,Bloomfield,LB1925a,0227,sac,,mesk1242,pagōs-,ME:1,,,,,,on ahead,,initial
205,Bloomfield,LB1925a,0229,sac,,mesk1242,pägw-,ME:1,,,,,,muddy water,,initial
243,Bloomfield,LB1925a,0231,sac,,mesk1242,pemit-,ME:1,,,,,,crosswise,,initial
218,Bloomfield,LB1925a,0229,sac,,mesk1242,pemw-,ME:1,,,,,,shoot,,initial
166,Bloomfield,LB1925a,0226,sac,,mesk1242,pen-,ME:1,,,,,,lower,,initial
145,Bloomfield,LB1925a,0225,sac,,mesk1242,pīt-,ME:1,,,,,,inside,,initial
