ID,Author Surname,Source Code,Page #,ISO code,Dialect,Glottocode,Form (original orthography),Orthography Key Code,Form (project orthography),UR (if given; if different),UR (project orthography),PA form (original orthography),PA form (project orthography),Translation,Tags,Component Type,Subcategory,Initial: Reduplicated,Final: concrete / abstract,Final: secondary (y/n/b),Base Category (if secondary)-A,Match AI,Match II,Match TA,Match TI,Allomorph-A,Condition-A,Component occurs in stem (orig. orth)-A,Component occurs in stem (proj. orth)-A,Stem UR-A,Stem category-A,Stem subcategory-A,Stem translation-A,Secondary stem-A,Stem Source-A,Formative/component occurs in what component(s)-A,Contains component (enter)-A,Contains formative (enter)-A,Deverbal (y/n),Deverbal from,Public Comments,Private Comments,Speaker,1st check done,2nd check done
117,Day,GMD1995,XXVII,abe,,west2630,azesko,AB:3,,,,,,mud,mud,initial
119,Day,GMD1995,XXVIII,abe,,west2630,azi,AB:3,,,,,,each,each,initial,,,,,,,,,,,,,,,,,,,,,,,,,cf. atass-
118,Day,GMD1995,XXVII,abe,,west2630,azi-,AB:3,,,,,,dip,dip,initial
120,Day,GMD1995,XXVIII,abe,,west2630,azig-,AB:3,,,,,,"thin, sparse, open","open (A), sparse, thin",initial
121,Day,GMD1995,XXVIII,abe,,west2630,azik-,AB:3,,,,,,"enclose, wrap","enclose, wrap",initial
122,Day,GMD1995,XXVIII,abe,,west2630,azin-,AB:3,,,,,,"enclose, shut in","enclose, shut in",initial
123,Day,GMD1995,XXVIII,abe,,west2630,azow-,AB:3,,,,,,"change, exchange, trade","change, exchange, trade",initial
124,Day,GMD1995,XXVIII,abe,,west2630,ba-,AB:3,,,,,,approach,approach,initial
125,Day,GMD1995,XXVIII,abe,,west2630,baakw-,AB:3,,,,,,"anew, afresh, newly","afresh, anew, newly",initial,,,,,,,,,,,,,,,,,,,,,,,,,see bahakw- 
126,Day,GMD1995,XXVIII,abe,,west2630,baam-,AB:3,,,,,,more (sign of the comparative degree),more,initial,,,,,,,,,,,,,,,,,,,,,,,,,see baham-
127,Day,GMD1995,XXVIII,abe,,west2630,babad-,AB:3,,,,,,very like (more like than baki or dahôlawi),like,initial,,,,,,,,,,babaj- 
129,Day,GMD1995,XXVIII,abe,,west2630,babas-,AB:3,,,,,,half,half,initial
130,Day,GMD1995,XXVIII,abe,,west2630,babôm-,AB:3,,,,,,"around (in space and in general), about, approximately","about, approximately, around, QUANTITY",initial
131,Day,GMD1995,XXVIII,abe,,west2630,bag-,AB:3,,,,,,"strike, hit, smash","hit, smash, strike",initial
132,Day,GMD1995,XXVIII,abe,,west2630,bagad-,AB:3,,,,,,"returning, coming back","come back, return",initial
